Gene,F_score,p_value,p_value_FDR,Rejected_FDR_0.05
FAXC,478.6267380616132,0.0,0.0,True
SLC27A6,478.21748690950506,0.0,0.0,True
MSX1,477.88069693625556,0.0,0.0,True
SPINT2,477.6179228161422,0.0,0.0,True
HMMR,477.10903847777325,0.0,0.0,True
TRPA1,476.8273595691926,0.0,0.0,True
MREG,476.70806976622566,0.0,0.0,True
STIL,476.60445255220185,0.0,0.0,True
RACGAP1,476.56993350392673,0.0,0.0,True
SPINK1,476.52128420059495,0.0,0.0,True
PPARGC1A,475.9720168800523,0.0,0.0,True
HHATL,475.8791155473812,0.0,0.0,True
PGC,475.65199594727255,0.0,0.0,True
STEAP2,475.44680525546585,0.0,0.0,True
GINS1,475.3117532458297,0.0,0.0,True
RASSF4,475.25208427314783,0.0,0.0,True
RAB38,475.1153619577287,0.0,0.0,True
DDAH1,475.11354939892055,0.0,0.0,True
MYEF2,474.6828061960226,0.0,0.0,True
CCNB1,474.13019397357806,0.0,0.0,True
TSPAN13,473.72695285254235,0.0,0.0,True
HABP2,473.33944540088123,0.0,0.0,True
PKM,473.1945261597818,0.0,0.0,True
DAB2,473.1747172054702,0.0,0.0,True
UNC5CL,473.0550194328079,0.0,0.0,True
RAD54L,472.6261851530127,0.0,0.0,True
COL17A1,472.57766332490166,0.0,0.0,True
ZNF610,472.5332509846908,0.0,0.0,True
PPIAP26,472.3268605503162,0.0,0.0,True
MASP2,472.25896866595787,0.0,0.0,True
CREBL2,472.2572893629949,0.0,0.0,True
ADAMTS12,472.10312265014977,0.0,0.0,True
MMP10,472.0849615395312,0.0,0.0,True
BRCA2,471.954544150236,0.0,0.0,True
CFHR4,471.56710878537234,0.0,0.0,True
FETUB,471.3368267752872,0.0,0.0,True
NTRK2,471.18071681693476,0.0,0.0,True
CREBRF,470.98508316328946,0.0,0.0,True
PITPNM3,470.37558903993414,0.0,0.0,True
PRDM16,470.35638582718695,0.0,0.0,True
OAZ3,469.4728358320174,0.0,0.0,True
PTPRN2,469.1908075382564,0.0,0.0,True
TGFA,468.87086986047063,0.0,0.0,True
SFTPD,468.0285730511989,0.0,0.0,True
RAPGEFL1,467.5014747431998,0.0,0.0,True
PECR,467.2156749640394,0.0,0.0,True
NOSTRIN,467.13460719753937,0.0,0.0,True
MYRF,467.1033944859069,0.0,0.0,True
NEIL3,467.0760847367985,0.0,0.0,True
MLXIPL,466.8822951332733,0.0,0.0,True
PLK4,466.06161878442424,0.0,0.0,True
STK33,465.9086560517143,0.0,0.0,True
GREM1,465.81313985686324,0.0,0.0,True
NR3C2,465.7704257324021,0.0,0.0,True
ENTREP1,465.65911855689717,0.0,0.0,True
E2F2,465.4601831362144,0.0,0.0,True
CDHR2,465.43068110630486,0.0,0.0,True
KCNN2,465.01041671634545,0.0,0.0,True
FGF10,464.877735337342,0.0,0.0,True
CLEC18B,464.83930942169206,0.0,0.0,True
MMP26,464.42889853002146,0.0,0.0,True
MMP11,464.35690184501607,0.0,0.0,True
TACC3,464.02248112580196,0.0,0.0,True
NDUFB4P12,463.9932555826347,0.0,0.0,True
BNIPL,463.5275345475077,0.0,0.0,True
SGPP2,463.433415303275,0.0,0.0,True
ARHGEF26,463.3895127705626,0.0,0.0,True
ARFGEF3,463.17855896999936,0.0,0.0,True
CA9,462.81684618422645,0.0,0.0,True
KLHDC8A,462.59632033920695,0.0,0.0,True
GALNT14,462.22195060531243,0.0,0.0,True
MTARC2,462.0903214044995,0.0,0.0,True
PRKAR2B,461.9888933744018,0.0,0.0,True
SCTR,461.6531757730072,0.0,0.0,True
NRIP2,461.5147132151077,0.0,0.0,True
PLIN2,461.40606337558717,0.0,0.0,True
NXNL2,460.84324054969835,0.0,0.0,True
PDE5A,460.64445435856203,0.0,0.0,True
RTP3,460.5350502912499,0.0,0.0,True
SGK2,460.430859744354,0.0,0.0,True
TMC5,460.37028144240855,0.0,0.0,True
GPR68,460.00474753738047,0.0,0.0,True
FAM149A,459.8704571552132,0.0,0.0,True
CYP2C19,459.70935318187617,0.0,0.0,True
SPC24,459.62781897207134,0.0,0.0,True
HILPDA,459.4183353222079,0.0,0.0,True
NR1I3,459.321411120763,0.0,0.0,True
NDC80,458.9201953519195,0.0,0.0,True
SOX21,458.2971681679129,0.0,0.0,True
TMEM87B,458.00517528440685,0.0,0.0,True
B4GALNT3,457.96067741750306,0.0,0.0,True
SNX1,457.830811238357,0.0,0.0,True
FTCD,457.7065911269828,0.0,0.0,True
KCNV1,457.5878923507874,0.0,0.0,True
CSGALNACT1,457.55536199115954,0.0,0.0,True
RETREG1,457.32017918474065,0.0,0.0,True
AGTR1,457.186573126912,0.0,0.0,True
CLYBL,456.8868313616553,0.0,0.0,True
TMEM268,456.8376811093632,0.0,0.0,True
LDLR,456.4274069361813,0.0,0.0,True
ABCB1,455.85325704841125,0.0,0.0,True
MYO1A,455.50322009685584,0.0,0.0,True
TUBA1C,455.4878889497761,0.0,0.0,True
HK1,455.4292862180879,0.0,0.0,True
ALPG,455.34594066734036,0.0,0.0,True
EMCN,455.0080176738034,0.0,0.0,True
LAD1,454.74295164102256,0.0,0.0,True
DLG3,454.7220249215473,0.0,0.0,True
VCAM1,454.43262794654817,0.0,0.0,True
ACAT1,453.9551696637477,0.0,0.0,True
IL22RA1,453.7630579515777,0.0,0.0,True
CDCA7,453.7067032336936,0.0,0.0,True
PIF1,453.665680704016,0.0,0.0,True
SH3BP1,453.52588565429585,0.0,0.0,True
NDE1,452.9772981049834,0.0,0.0,True
PHYHIPL,452.92476201911495,0.0,0.0,True
S100A11,452.88577673445803,0.0,0.0,True
HMGCS2,452.55604894500095,0.0,0.0,True
RPS6KA6,452.33480759612195,0.0,0.0,True
SLC7A5,452.19440808610074,0.0,0.0,True
LYG1,451.6262551052275,0.0,0.0,True
RBPMS,451.53571092785245,0.0,0.0,True
FUT8,451.0724130811096,0.0,0.0,True
ITIH4,450.4177874066421,0.0,0.0,True
EPHA2,450.301623181495,0.0,0.0,True
MPC2,449.9268743814808,0.0,0.0,True
S100A7,449.8871558930885,0.0,0.0,True
ACOT11,449.779885594246,0.0,0.0,True
PGLYRP2,449.6798597383965,0.0,0.0,True
SLC2A12,449.124796873693,0.0,0.0,True
ENTPD1,448.49125863067235,0.0,0.0,True
RBMS2,448.37810615397467,0.0,0.0,True
ARHGAP24,448.30342398032553,0.0,0.0,True
DNAI7,448.2970959635682,0.0,0.0,True
F3,447.80100553404486,0.0,0.0,True
HNMT,447.46571541269645,0.0,0.0,True
ABCC2,447.27293850235486,0.0,0.0,True
STX12,447.2553001106621,0.0,0.0,True
PRRX2,447.10901218510867,0.0,0.0,True
ALDH1A1,446.78504164957957,0.0,0.0,True
MSX2,446.49377742365186,0.0,0.0,True
PLEKHS1,446.2525121142528,0.0,0.0,True
CDO1,445.828352893663,0.0,0.0,True
RBMS3,445.7372693019677,0.0,0.0,True
ELL2,445.32301166454005,0.0,0.0,True
EHHADH,445.28835757223993,0.0,0.0,True
PLD1,444.8620941696922,0.0,0.0,True
TRPM4,444.7201534069108,0.0,0.0,True
FOXN1,444.455942678991,0.0,0.0,True
PDCD4,444.0841685037252,0.0,0.0,True
SLC6A8,444.00110835791855,0.0,0.0,True
ARHGEF39,443.79557248826467,0.0,0.0,True
ESAM,443.413353962654,0.0,0.0,True
PEBP1,443.33104933179305,0.0,0.0,True
EGLN3,443.2661562256415,0.0,0.0,True
PID1,443.14136568354905,0.0,0.0,True
PPP1R9A,443.08320065050157,0.0,0.0,True
FABP5,442.68438670521806,0.0,0.0,True
DHRS7,442.56852890560083,0.0,0.0,True
VDR,442.1221300375182,0.0,0.0,True
SMPDL3B,442.0683872948887,0.0,0.0,True
ARHGEF19,441.99335570474034,0.0,0.0,True
SCGB2A1,441.92711980532846,0.0,0.0,True
ITGB8,441.86211092283855,0.0,0.0,True
PRAP1,441.7157955945518,0.0,0.0,True
ADGRF5,441.6657276746265,0.0,0.0,True
KIF18A,441.4060606430198,0.0,0.0,True
PPP1R1B,441.32050640779363,0.0,0.0,True
TOX3,441.1048486734092,0.0,0.0,True
HECW2,440.78240183425385,0.0,0.0,True
TNS2,440.68935972207055,0.0,0.0,True
FOXF2,440.42093989741875,0.0,0.0,True
ABCB4,440.3590726631869,0.0,0.0,True
CLMP,440.13097638667506,0.0,0.0,True
BRIP1,439.6989962667803,0.0,0.0,True
BARX2,439.69656996922885,0.0,0.0,True
CYP3A4,439.39394649657874,0.0,0.0,True
PTPRH,439.11384652630545,0.0,0.0,True
PGF,438.7379897109364,0.0,0.0,True
GLB1L2,438.5088353334481,0.0,0.0,True
SLC37A4,438.5012822161156,0.0,0.0,True
RORC,438.44117175636967,0.0,0.0,True
PPP1R3D,438.28591996476314,0.0,0.0,True
VIPR1,438.21427483099956,0.0,0.0,True
SELENBP1,438.1807025208018,0.0,0.0,True
ROS1,438.1385502281585,0.0,0.0,True
PTTG1,438.03305833528543,0.0,0.0,True
CTSB,437.80440931461925,0.0,0.0,True
EPHA7,437.762905217663,0.0,0.0,True
KCNK6,437.54802139899914,0.0,0.0,True
OSBPL3,437.53999692913806,0.0,0.0,True
IL11,437.3382614419935,0.0,0.0,True
CLEC18A,437.23992603491735,0.0,0.0,True
EZH2,437.234214136814,0.0,0.0,True
TAOK3,436.9297872347822,0.0,0.0,True
CAPN13,436.8206530956482,0.0,0.0,True
ST8SIA6,436.60422147411686,0.0,0.0,True
CLU,436.43380312035026,0.0,0.0,True
CRLS1,436.35395376519193,0.0,0.0,True
FMO3,436.21309158371827,0.0,0.0,True
PLS3,436.15919866488656,0.0,0.0,True
CTSV,435.9227851167171,0.0,0.0,True
ADCY9,435.89484671936515,0.0,0.0,True
PDX1,435.7828664959228,0.0,0.0,True
TP53AIP1,435.73815178114523,0.0,0.0,True
ZMAT1,435.35590081611895,0.0,0.0,True
STEAP4,435.0257791333535,0.0,0.0,True
C3orf52,434.9611789088333,0.0,0.0,True
MDFI,434.7848273954933,0.0,0.0,True
CTHRC1,434.57798423393564,0.0,0.0,True
HOXB8,434.54771677238807,0.0,0.0,True
P3H2,434.5122274520472,0.0,0.0,True
PTHLH,434.33797280448425,0.0,0.0,True
TMEM132A,434.04995777190834,0.0,0.0,True
MGP,433.9609326139997,0.0,0.0,True
CAMKK2,433.6749430562535,0.0,0.0,True
RDH16,433.61098418933034,0.0,0.0,True
PFKP,433.2856925419758,0.0,0.0,True
JADE1,433.21392666969217,0.0,0.0,True
FHL1,433.19167074177625,0.0,0.0,True
OIP5,432.9210518966805,0.0,0.0,True
HOXB13,432.75198400602983,0.0,0.0,True
CYBRD1,432.6550891515269,0.0,0.0,True
CILP,432.1421816417195,0.0,0.0,True
EDA2R,432.02137877449013,0.0,0.0,True
DUSP7,431.793225246724,0.0,0.0,True
ISL2,431.7258898849656,0.0,0.0,True
SNAI2,431.6466005680943,0.0,0.0,True
SLC24A2,431.56561749998144,0.0,0.0,True
ABCA12,431.1973458817213,0.0,0.0,True
MAGED2,431.0082377661899,0.0,0.0,True
EME1,430.92125212178536,0.0,0.0,True
EFNB1,430.8761028157889,0.0,0.0,True
ICA1,430.7874833630921,0.0,0.0,True
MTTP,430.7399362302082,0.0,0.0,True
ERN2,430.36600923595495,0.0,0.0,True
ART4,430.2001390060324,0.0,0.0,True
ADRB1,429.9938039809583,0.0,0.0,True
EPCAM,429.9895501274821,0.0,0.0,True
FMO5,429.908251186261,0.0,0.0,True
UGT3A1,429.8304662024588,0.0,0.0,True
YBX3,429.7483412425922,0.0,0.0,True
ACE2,429.7012491635117,0.0,0.0,True
MAD2L1,429.07228541708724,0.0,0.0,True
FAM83F,429.0024614605524,0.0,0.0,True
S100A12,428.7507509059652,0.0,0.0,True
APH1B,428.0982423781244,0.0,0.0,True
COL6A3,427.972481029062,0.0,0.0,True
TNS1,427.8569700324668,0.0,0.0,True
SMAD9,427.76194313609057,0.0,0.0,True
UST,427.71508398569483,0.0,0.0,True
KCNJ3,427.12902273237825,0.0,0.0,True
DSG1,426.85056601361396,0.0,0.0,True
RPS6KA2,426.7206441584178,0.0,0.0,True
OIT3,426.32071405453763,0.0,0.0,True
PERP,426.3173182871101,0.0,0.0,True
PRSS3,425.4815471078149,0.0,0.0,True
BICDL2,425.43936001465374,0.0,0.0,True
SFRP2,425.4142770850585,0.0,0.0,True
SLC9A1,425.3146491299889,0.0,0.0,True
TRPV6,425.2841058424321,0.0,0.0,True
PPP2R3A,424.72477217804214,0.0,0.0,True
DIXDC1,424.41959585188704,0.0,0.0,True
CDCP1,424.31629882302803,0.0,0.0,True
BMP2,424.30232054462084,0.0,0.0,True
ADRA1A,424.2629577291875,0.0,0.0,True
FLT1,424.2547097920358,0.0,0.0,True
ULBP2,424.047435101368,0.0,0.0,True
KLK10,424.021087287608,0.0,0.0,True
PBLD,423.5054428257375,0.0,0.0,True
WNT2,423.46488548565225,0.0,0.0,True
SLC13A5,423.27297980010746,0.0,0.0,True
PTGER3,423.2552966714264,0.0,0.0,True
SERPINA4,423.1830846412445,0.0,0.0,True
TESK2,423.1104806106158,0.0,0.0,True
TGM1,423.0966360914178,0.0,0.0,True
MICALL1,422.7406992152646,0.0,0.0,True
RFPL2,422.2937329664259,0.0,0.0,True
CRYM,421.9717800215486,0.0,0.0,True
CYP2D6,421.95601215513653,0.0,0.0,True
DAPL1,421.9147655429777,0.0,0.0,True
FHIP1A,421.9094276385366,0.0,0.0,True
MDFIC,421.53368724829323,0.0,0.0,True
LRP8,421.50531975328965,0.0,0.0,True
TTPA,421.47044805097477,0.0,0.0,True
C6,421.1504349886877,0.0,0.0,True
CFAP251,420.89210980387634,0.0,0.0,True
PLP2,420.5622608278131,0.0,0.0,True
SLC22A3,420.56010483764715,0.0,0.0,True
SLC35F2,420.3404044475145,0.0,0.0,True
ZNF761,420.32567597847356,0.0,0.0,True
MYCT1,420.15496794545555,0.0,0.0,True
GJB2,420.092794563685,0.0,0.0,True
DLX6,420.03554917886163,0.0,0.0,True
KIAA1549L,419.94752385148746,0.0,0.0,True
CFHR3,419.7498909042569,0.0,0.0,True
CDX2,419.54208410899196,0.0,0.0,True
GCKR,419.50958161168904,0.0,0.0,True
FANCE,419.08410908804194,0.0,0.0,True
GRHL3,419.0119716849894,0.0,0.0,True
FAM13A,418.83540494194375,0.0,0.0,True
CARD14,418.0087291153547,0.0,0.0,True
TEDC2,417.7445682100099,0.0,0.0,True
FRMPD3,417.55597635937875,0.0,0.0,True
RUNX1,417.28569994061684,0.0,0.0,True
DPF1,417.190452947831,0.0,0.0,True
ACACB,417.15998965433795,0.0,0.0,True
RADX,416.5769990901851,0.0,0.0,True
CSF2,416.49329661784145,0.0,0.0,True
ANKRD33B,416.161821238526,0.0,0.0,True
LMNB1,416.09968815456637,0.0,0.0,True
SPON2,415.96991589522963,0.0,0.0,True
MYO9A,415.8501508381613,0.0,0.0,True
HSD17B2,415.58088372515164,0.0,0.0,True
LHX5,415.3581319748226,0.0,0.0,True
MAOB,415.3030303965839,0.0,0.0,True
SLC22A23,415.112316150344,0.0,0.0,True
TSPAN12,414.4476335751313,0.0,0.0,True
PRRT3,414.4216479188045,0.0,0.0,True
CATIP,414.19867433114695,0.0,0.0,True
SSTR1,414.03526996462296,0.0,0.0,True
S100A8,413.8687758811412,0.0,0.0,True
TFF1,413.7442660005051,0.0,0.0,True
TPD52,413.6435677215566,0.0,0.0,True
NEBL,413.56980169795077,0.0,0.0,True
ACY3,413.44786143334125,0.0,0.0,True
PDE9A,413.43978278700774,0.0,0.0,True
CDH17,413.3837113346459,0.0,0.0,True
PDZRN3,413.327887289544,0.0,0.0,True
EPHX2,413.2276928639338,0.0,0.0,True
UBE2S,412.7969073536559,0.0,0.0,True
SCN7A,412.692387901912,0.0,0.0,True
ABHD17C,412.6902350183353,0.0,0.0,True
FBXL2,412.64987268665317,0.0,0.0,True
MXRA5,412.6176861913314,0.0,0.0,True
TJP3,412.5493350645962,0.0,0.0,True
PMAIP1,412.35239221901844,0.0,0.0,True
TRERF1,412.3488570002172,0.0,0.0,True
XG,411.7430669603434,0.0,0.0,True
USP54,411.57980900122726,0.0,0.0,True
ULBP3,411.4914723958717,0.0,0.0,True
CD70,411.4365036318536,0.0,0.0,True
PMEPA1,411.2576720812818,0.0,0.0,True
SLC25A47,410.97515976224474,0.0,0.0,True
SLC16A3,410.81926403084543,0.0,0.0,True
IGF1R,410.5884628307902,0.0,0.0,True
FOLR1,410.5725704031821,0.0,0.0,True
NPDC1,410.2882951856783,0.0,0.0,True
MCM4,410.13585366781854,0.0,0.0,True
CLIC2,410.0527658023813,0.0,0.0,True
CPE,409.8229893186488,0.0,0.0,True
SPRING1,409.4476525527755,0.0,0.0,True
KLF9,409.4392086051653,0.0,0.0,True
CD44,409.24562444753354,0.0,0.0,True
LYPD5,409.16184019366136,0.0,0.0,True
ITPR3,409.09451340669705,0.0,0.0,True
SLC6A18,408.9435033860515,0.0,0.0,True
DLX1,408.8332811989546,0.0,0.0,True
AKT3,408.7543324229678,0.0,0.0,True
EMX1,408.6888794976428,0.0,0.0,True
VAV3,408.683457411385,0.0,0.0,True
TMEM132D,408.5064573885978,0.0,0.0,True
HLF,408.31355870835006,0.0,0.0,True
CYP4V2,408.04597729047947,0.0,0.0,True
AUH,407.9020951863308,0.0,0.0,True
RAB36,407.8308110450609,0.0,0.0,True
POC1A,407.8252414381782,0.0,0.0,True
CFAP221,407.80383873141824,0.0,0.0,True
CYB5A,407.34859547907416,0.0,0.0,True
HOXA11,407.0467113775002,0.0,0.0,True
SORBS1,406.8898586429707,0.0,0.0,True
ALDH1L1,406.41147257249173,0.0,0.0,True
ENDOD1,406.15059685730756,0.0,0.0,True
ITGA9,406.1433715885317,0.0,0.0,True
BCAS1,406.0881629607435,0.0,0.0,True
KLB,406.0214938117339,0.0,0.0,True
RSPH14,405.9683110014701,0.0,0.0,True
REEP5,405.89307506314077,0.0,0.0,True
EN1,405.8566340518961,0.0,0.0,True
CYP2C8,405.68218452366426,0.0,0.0,True
SLC1A5,405.66435242783547,0.0,0.0,True
FNDC1,405.4690197740592,0.0,0.0,True
F12,405.0852352620241,0.0,0.0,True
PTPRE,405.0458720842009,0.0,0.0,True
STK32B,404.8153128682624,0.0,0.0,True
ADHFE1,404.7375734436252,0.0,0.0,True
MYOF,404.7253395450434,0.0,0.0,True
CYSTM1,404.6244975624396,0.0,0.0,True
PRICKLE3,404.5990109432554,0.0,0.0,True
ADM,404.5303231655972,0.0,0.0,True
LRIG1,404.4456625633594,0.0,0.0,True
COL4A4,404.21387999308354,0.0,0.0,True
CIB3,404.15678336870417,0.0,0.0,True
CTSC,403.94651829842485,0.0,0.0,True
LGI4,403.7078965192076,0.0,0.0,True
ADGRL4,403.4641374875332,0.0,0.0,True
KDR,403.4418295462424,0.0,0.0,True
SSPN,403.43441633206294,0.0,0.0,True
SLC25A24,402.76596612148705,0.0,0.0,True
DNAH8,402.7250977287944,0.0,0.0,True
PRR15L,402.54521566432993,0.0,0.0,True
CCNG2,402.4581457774228,0.0,0.0,True
IGF2BP3,402.09532377087794,0.0,0.0,True
RNASE7,402.05123651699387,0.0,0.0,True
TBC1D9,401.98203365401054,0.0,0.0,True
COBL,401.88733903708044,0.0,0.0,True
PLVAP,401.86811158933534,0.0,0.0,True
MAP9,401.82183076076115,0.0,0.0,True
GATA6,401.68784105492597,0.0,0.0,True
CDK18,401.58693167871473,0.0,0.0,True
GPD1,401.53755646338516,0.0,0.0,True
BCO1,401.40547267498476,0.0,0.0,True
MEAK7,401.34544008324536,0.0,0.0,True
ARMCX3,400.8653324568409,0.0,0.0,True
SPINT1,400.6797678887824,0.0,0.0,True
GLT1D1,400.6517544391197,0.0,0.0,True
S100A9,400.62981393079707,0.0,0.0,True
BORA,400.52046005026216,0.0,0.0,True
ASTN2,400.4039919476493,0.0,0.0,True
MIOX,400.2027673236623,0.0,0.0,True
CLUL1,400.0546472681708,0.0,0.0,True
ARHGAP31,400.0307410803314,0.0,0.0,True
PTH1R,400.0122160550484,0.0,0.0,True
PGR,400.0068324363136,0.0,0.0,True
SHBG,399.8178299546501,0.0,0.0,True
NIPAL3,399.5417394672592,0.0,0.0,True
MXD1,399.11445520031174,0.0,0.0,True
CDH26,398.7791160871953,0.0,0.0,True
CDT1,398.6073074042743,0.0,0.0,True
PDGFRL,398.14850240291946,0.0,0.0,True
EFHD2,398.01422243809213,0.0,0.0,True
FHL5,397.8013138324487,0.0,0.0,True
RHBDL2,397.6879092182804,0.0,0.0,True
HOXD11,397.5906388121168,0.0,0.0,True
DSCC1,397.3766930014569,0.0,0.0,True
ACSM3,397.3497348390183,0.0,0.0,True
B3GAT1,397.2352005679862,0.0,0.0,True
GIPC2,397.11577317411115,0.0,0.0,True
MTMR10,396.837361059822,0.0,0.0,True
NPAS3,396.72521659126744,0.0,0.0,True
NXPE3,396.679071690239,0.0,0.0,True
SPATA6,396.6342103958493,0.0,0.0,True
CABP1,396.0650351124958,0.0,0.0,True
PLBD1,396.0570385916177,0.0,0.0,True
PRRX1,395.997427593363,0.0,0.0,True
NCAPD3,395.95577062204336,0.0,0.0,True
RWDD2A,395.7895068099779,0.0,0.0,True
UPK1B,395.17836145233684,0.0,0.0,True
SIM2,395.05384603347153,0.0,0.0,True
PTGES,394.9047921959029,0.0,0.0,True
CHIA,394.8860707878712,0.0,0.0,True
DHCR24,394.7781120969658,0.0,0.0,True
TMEM87A,394.57519829602757,0.0,0.0,True
LRRTM1,394.36543285368634,0.0,0.0,True
PSCA,394.328596288627,0.0,0.0,True
PADI3,394.1656885790761,0.0,0.0,True
GAS2L3,393.8226035999098,0.0,0.0,True
POU2F3,393.76540188200806,0.0,0.0,True
CENPM,393.61196070803084,0.0,0.0,True
ITM2B,393.38908680923225,0.0,0.0,True
PLA1A,392.87703740154666,0.0,0.0,True
DOCK3,392.78713462113234,0.0,0.0,True
GCNT3,392.637548997638,0.0,0.0,True
TMPRSS11E,392.51527723209307,0.0,0.0,True
CFC1,392.0799027038572,0.0,0.0,True
CENPK,391.99964306209665,0.0,0.0,True
ABCC11,391.9395377698163,0.0,0.0,True
RNF180,391.8115780923468,0.0,0.0,True
BCL11B,391.7625119456025,0.0,0.0,True
ISL1,391.5215557325518,0.0,0.0,True
PABPC3,391.4507968149959,0.0,0.0,True
PDE4D,391.3163726405308,0.0,0.0,True
ASRGL1,391.1807480253641,0.0,0.0,True
COL12A1,391.1478526772563,0.0,0.0,True
ACKR4,391.09170796986035,0.0,0.0,True
LIMA1,390.8974063571617,0.0,0.0,True
SLC38A5,390.684485410046,0.0,0.0,True
DAPP1,390.6740956951667,0.0,0.0,True
SEMA4G,390.609858197798,0.0,0.0,True
WDR17,390.5732439827713,0.0,0.0,True
INHBE,390.488535938805,0.0,0.0,True
LRRN4,390.44006305672906,0.0,0.0,True
GCOM1,390.2629184943066,0.0,0.0,True
LIFR,390.1777695366403,0.0,0.0,True
GPRASP2,390.1521818096087,0.0,0.0,True
PCDH12,390.00474506135447,0.0,0.0,True
GPD1L,389.9598710571816,0.0,0.0,True
FEZF1,389.559377734225,0.0,0.0,True
GNG5B,389.5525286692146,0.0,0.0,True
VSTM4,389.5492998478381,0.0,0.0,True
ITGB6,389.4459689320884,0.0,0.0,True
RAB5IF,389.18100884395614,0.0,0.0,True
DBF4,389.0897570833673,0.0,0.0,True
SERTAD4,388.94973007131847,0.0,0.0,True
SLC7A9,388.7798375264109,0.0,0.0,True
RIMS4,388.77302097242585,0.0,0.0,True
ABCC5,388.74512080279516,0.0,0.0,True
RAPGEF3,388.6759506409721,0.0,0.0,True
CCNE1,388.48168199676354,0.0,0.0,True
IGF2BP2-AS1,388.4151894048549,0.0,0.0,True
LGALS2,388.2446290148555,0.0,0.0,True
COL1A1,387.0713915940513,0.0,0.0,True
GUCY1A1,387.022331453582,0.0,0.0,True
STC2,386.969400174904,0.0,0.0,True
PART1,386.8423735339103,0.0,0.0,True
HOMER2,386.54005342907857,0.0,0.0,True
RIMS1,386.4710397455627,0.0,0.0,True
RIC3,386.1836917410435,0.0,0.0,True
LCA5,386.17352464722484,0.0,0.0,True
IQSEC2,385.6180798722202,0.0,0.0,True
CACNB3,385.48787143131216,0.0,0.0,True
ADORA1,385.364556802827,0.0,0.0,True
CILP2,385.3149697785187,0.0,0.0,True
TMEM63C,385.15547100331196,0.0,0.0,True
AKR7A3,384.9889594825538,0.0,0.0,True
MAPRE2,384.9644521161554,0.0,0.0,True
COL8A1,384.94484354241894,0.0,0.0,True
CYP4Z2P,384.6200712039557,0.0,0.0,True
GFRA1,384.486184330688,0.0,0.0,True
RAD51AP1,384.28664538806726,0.0,0.0,True
RLN1,384.1036105406237,0.0,0.0,True
MOGAT2,384.0918756375088,0.0,0.0,True
SPRED1,383.86755300977507,0.0,0.0,True
FSIP1,383.7939544111812,0.0,0.0,True
DPT,383.7450630555126,0.0,0.0,True
TPM4,383.74002072550365,0.0,0.0,True
IL6ST,383.63558986221807,0.0,0.0,True
HOXB6,383.5975015055536,0.0,0.0,True
CACNA2D1,383.46138606592774,0.0,0.0,True
PODNL1,383.06403048191333,0.0,0.0,True
ST8SIA4,382.91136556077373,0.0,0.0,True
CCDC88C,382.56676030125897,0.0,0.0,True
RHCG,382.55208117036864,0.0,0.0,True
SORBS2,382.49227398996976,0.0,0.0,True
HOXC11,382.35562161645794,0.0,0.0,True
CCDC148,382.32073976961084,0.0,0.0,True
ABR,382.3204798819449,0.0,0.0,True
TENM1,382.26754960338735,0.0,0.0,True
DOCK9,382.00639183996293,0.0,0.0,True
RASGRP3,381.9773099414057,0.0,0.0,True
CPEB2,381.91162670045804,0.0,0.0,True
TGM4,381.7886180746093,0.0,0.0,True
CNGB1,381.7673334229156,0.0,0.0,True
SPAG4,381.6445600113322,0.0,0.0,True
DCDC2,381.5980453197733,0.0,0.0,True
CENPN,380.9899616510966,0.0,0.0,True
BORCS7,380.8523680899768,0.0,0.0,True
NR1I2,380.7530504886889,0.0,0.0,True
ZWINT,380.62370297721606,0.0,0.0,True
ATP11A,380.604681699294,0.0,0.0,True
VIM,380.53864905241954,0.0,0.0,True
CD9,380.440976563485,0.0,0.0,True
SLC7A8,380.3543562419093,0.0,0.0,True
DUSP18,380.27814252755155,0.0,0.0,True
XYLT1,379.5834559997649,0.0,0.0,True
TRIM7,379.4760066250653,0.0,0.0,True
AMDHD1,379.3788032603638,0.0,0.0,True
IGF2BP2,379.3472103464532,0.0,0.0,True
GAMT,379.19434004706,0.0,0.0,True
CENPU,378.8579324510163,0.0,0.0,True
MYH11,378.83866976952623,0.0,0.0,True
ATP11B,378.826931072963,0.0,0.0,True
C1orf115,378.79096546257404,0.0,0.0,True
TENM2,378.7674298015043,0.0,0.0,True
TMC4,378.7036168583045,0.0,0.0,True
FHDC1,378.70007554878475,0.0,0.0,True
ABCB11,378.43267118267534,0.0,0.0,True
AKR1D1,378.42597693223104,0.0,0.0,True
FAM234B,378.39414820966397,0.0,0.0,True
PLEKHH1,378.29821871745685,0.0,0.0,True
SLC7A1,377.9509951308251,0.0,0.0,True
ATAD2,377.480263622362,0.0,0.0,True
NEDD4,377.4597086252629,0.0,0.0,True
C1orf21,377.262340462207,0.0,0.0,True
F2RL2,377.2400550710864,0.0,0.0,True
EEIG2,377.0266341274482,0.0,0.0,True
ALDH3A1,376.7231839814302,0.0,0.0,True
ANXA3,376.6329594202963,0.0,0.0,True
EPS8L1,376.37585371412257,0.0,0.0,True
PTK7,376.365165315269,0.0,0.0,True
CYP2J2,376.3264929907983,0.0,0.0,True
SP8,376.05274305579985,0.0,0.0,True
SHROOM3,376.03794801454643,0.0,0.0,True
SORD,375.7311394062888,0.0,0.0,True
GLB1L,375.37657239776587,0.0,0.0,True
SHH,374.80010521349277,0.0,0.0,True
CCND2,374.56988362476307,0.0,0.0,True
